step,type,amount,Amount Category,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
488,TRANSFER,27696.89,Medium,C928616706,27696.89,0,C911339546,0,0,1
211,TRANSFER,73599.57,Medium,C1632654111,73599.57,0,C716157747,,0,1
674,CASH_OUT,10000000,High,C2029948339,10000000,0,C120055626,879169.43,10879169.43,1
183,PAYMENT,24825.25,Medium,C594831455,28842,4016.75,M469428100,0,0,0
376,CASH_OUT,365649.49,Medium,C87432881,0,0,C849408028,,821335.91,0
407,CASH_IN,216374.19,Medium,C1351287422,1857112.13,2073486.32,C161486672,3432618.15,3216243.95,0
382,CASH_OUT,337307.47,Medium,C79955071,0,0,C1885035605,1630812.76,1968120.23,0
7,CASH_OUT,262434.54,Medium,C383717053,262434.54,0,C380242442,19525.79,438233.86,1
257,TRANSFER,486538.46,Medium,C1168561802,0,0,C1807397716,3681814.38,4303308.71,0
680,TRANSFER,,,C1158825212,442460.31,0,C643125420,0,0,1
695,CASH_OUT,665676.43,Medium,C70707388,665676.43,0,C1606093829,0,665676.43,1
522,DEBIT,4430.45,Medium,C1538911743,0,0,C568340499,8751700.93,8756131.38,0
190,TRANSFER,211719.75,Medium,C887255674,135,0,C1820738246,0,211719.75,0
279,PAYMENT,6346.63,Medium,C1405105984,285068.63,278722,M1452062375,0,0,0
251,CASH_OUT,262200.49,Medium,C264998425,0,,C1959498569,1875251.05,,0
542,CASH_OUT,5166393.44,High,C1354111086,5166393.44,0,C1655452584,0,5166393.44,1
622,TRANSFER,165547.54,Medium,C1102869992,165547.54,0,C436543926,0,0,1
154,CASH_OUT,100145.1,Medium,C21431900,,0,C767544292,6101621.28,,0
428,CASH_OUT,183306.21,Medium,C1642000949,183306.21,0,C2070997054,0,183306.21,1
37,CASH_IN,131903.38,Medium,C1235019199,2345119.84,2477023.22,C1926706724,358289.25,226385.87,0
319,TRANSFER,1033878.67,Medium,C2083698154,1033878.67,0,C22852055,0,0,1
105,CASH_OUT,2988103.3,Medium,C1655503661,2988103.3,0,C1811125343,1402954.55,4391057.85,1
372,CASH_OUT,13811.86,Medium,C151001644,0,0,C790630825,468159.63,481971.5,0
182,CASH_IN,257972.64,Medium,C2116405503,9085,267057.64,C741738978,81656.09,,0
332,CASH_IN,117182.74,Medium,C2012405429,380370.15,497552.89,C1369023491,277807.83,160625.09,0
332,PAYMENT,39910.84,Medium,C1745218943,403476.93,363566.1,M1110047013,0,0,0
416,CASH_OUT,258287.47,Medium,C285180255,67844,0,C1190378500,0,258287.47,0
186,CASH_IN,65773.6,Medium,C342528060,10521,76294.6,C543702148,0,0,0
277,PAYMENT,1729.45,Low,C948099896,0,0,M1557043899,0,0,0
136,PAYMENT,11966.82,Medium,C562589269,271485.76,259518.94,M1452584779,0,0,0
41,PAYMENT,,,C318948586,0,0,M1011719595,0,0,0
26,TRANSFER,1646181.09,Medium,C700083141,1646181.09,0,C1359428492,0,0,1
328,TRANSFER,10000000,High,C1245757829,4449,0,C782826162,72545.62,10423303.69,0
652,TRANSFER,762782.66,Medium,C1580037772,762782.66,0,C1784796594,0,0,1
164,CASH_OUT,,,C945903839,1044,0,C1969537768,0,453551.44,0
374,CASH_OUT,91045.4,Medium,C2110144309,9606.38,0,C311863254,717066.18,926915.12,0
327,CASH_IN,97069.34,Medium,C1723168652,136,97205.34,C640782472,0,0,0
497,CASH_OUT,1416055.74,Medium,C2115602581,1416055.74,0,C1565972600,4392650.62,5808706.35,1
399,PAYMENT,1301.28,Low,C1405093251,0,0,M2135764388,0,0,0
139,PAYMENT,15778.62,Medium,C1904664448,0,0,M1099777160,0,0,0
10,CASH_IN,333582.3,Medium,C1264804922,17339197.25,17672779.55,C1255024717,,18969603.93,0
66,CASH_OUT,2322909.69,Medium,C548911578,2322909.69,0,C1075176822,875613.05,,1
305,PAYMENT,10037.15,Medium,C1181730435,288,0,M693269988,0,0,0
203,PAYMENT,11005.42,Medium,C2059880188,59771,-15620565.64,M1310832096,0,0,0
317,CASH_OUT,223228.11,Medium,C600776492,223228.11,0,C856386556,252901.53,476129.65,1
217,CASH_OUT,18826.89,Medium,C1348649788,0,0,C508053090,232792.08,251618.97,0
680,TRANSFER,10000000,High,C1396564541,12254417.02,2254417.02,C129828249,0,0,1
236,CASH_OUT,59452.21,Medium,C1988117344,21184,0,C363066542,1463945.36,1523397.58,0
737,TRANSFER,946705.53,Medium,C1524194171,946705.53,0,C357888969,0,0,1
191,CASH_OUT,1895158.63,Medium,C500742498,1895158.63,0,C467413357,0,1700657.35,1
134,CASH_IN,,,C40370882,17236585.98,17244986.35,C896659126,81474.16,73073.79,0
210,PAYMENT,6626.95,Medium,C2042489470,0,0,M167067395,0,0,0
301,CASH_IN,172429.61,Medium,C659275463,114307,286736.61,C673755868,278346.39,105916.78,0
138,CASH_IN,240918.77,Medium,C1118760223,12285366.57,12526285.34,C1690478875,636727.87,395809.1,0
522,PAYMENT,11226.08,Medium,C900912144,937500.83,926274.75,M810587471,0,0,0
252,CASH_IN,122183.54,Medium,C1516247854,4354968.83,4477152.37,C904641612,8905924.86,8783741.32,0
683,PAYMENT,658.38,Low,C658551951,433020,432361.62,M437352775,0,0,0
519,CASH_OUT,1049424.26,Medium,C182308284,1049424.26,0,C691520434,0,1049424.26,1
594,TRANSFER,389250.9,Medium,C1292366795,389250.9,,C1609670189,0,0,1
155,CASH_OUT,128573.81,Medium,C1371309536,328737.43,200163.62,C887611110,955009.98,1083583.79,0
182,PAYMENT,34360.85,Medium,C444381299,0,0,M71588529,0,0,0
185,PAYMENT,9671.71,Medium,C178654014,41825,32153.29,M278495145,0,0,0
202,PAYMENT,19934.51,Medium,C722631810,0,0,M727251896,0,0,0
131,CASH_OUT,7476725.66,High,C262815390,7476725.66,-15620565.64,C450403816,99749.6,7576475.27,1
357,TRANSFER,10000000,High,C393177637,10653151.55,653151.55,C106531078,0,0,1
489,CASH_OUT,934314.89,Medium,C2041261993,934314.89,0,C174559228,0,934314.89,1
137,CASH_IN,30882.56,Medium,C1944420455,1754352.8,1785235.36,C975024398,2791913.78,2761031.22,0
179,CASH_OUT,,,C1453381935,11642,0,C737295379,0,134668.44,0
170,TRANSFER,133224.62,Medium,C112195561,14492,0,C153066975,3887248.81,4020473.43,0
393,CASH_IN,189327.34,Medium,C280352198,-18038420.04,189573.34,C994497875,,2303681.01,0
300,PAYMENT,43655.91,Medium,C701047493,242401.54,198745.63,M1903454708,0,0,0
372,CASH_OUT,8484.44,Medium,C1603224988,52264,43779.56,C1110677860,18671.9,27156.33,0
34,PAYMENT,4204.62,Medium,C245422009,78654,74449.38,M84171594,0,0,0
119,TRANSFER,2040209.74,Medium,C309726678,2040209.74,0,C979217194,0,0,1
262,PAYMENT,2389.14,Low,C1654442888,20518,18128.86,M1523280243,0,0,0
230,CASH_OUT,270510.08,Medium,C1061298177,470931.11,200421.03,C1458375384,981908.19,1252418.27,0
310,PAYMENT,30299.63,Medium,C2116479867,106322.29,76022.65,M1349127845,0,0,0
9,PAYMENT,18834.57,Medium,C1212630467,0,0,M85981208,0,0,0
522,CASH_OUT,545780.7,Medium,C68418619,545780.7,0,C1298522904,0,545780.7,1
257,CASH_OUT,230204.96,Medium,C1587006115,230204.96,0,C1968237012,7435177.23,7665382.19,1
241,TRANSFER,1282731.68,Medium,C437560191,1282731.68,,C1185532212,0,,1
590,TRANSFER,498183.25,Medium,C2137896854,-18038420.04,0,C857500368,0,,1
10,CASH_OUT,21170.09,Medium,C2130330913,0,0,C1661048214,110524.58,131694.68,0
332,CASH_OUT,301579.42,Medium,C1960915719,301579.42,0,C260097311,125555.26,427134.68,1
300,PAYMENT,10339516.78897634,High,C1932731949,0,0,M1822675094,0,0,0
121,CASH_OUT,936976.86,Medium,C1574875173,936976.86,,C1804412677,0,936976.86,1
543,CASH_OUT,74436.56,Medium,C1022475357,74436.56,0,C1086411656,201151.33,275587.89,1
19,CASH_OUT,222609.78,Medium,C1501173600,33073,0,C1340802423,64038.14,286647.91,0
142,TRANSFER,78810.3,Medium,C168746534,78810.3,0,C717942686,0,0,1
35,CASH_OUT,92942.67,Medium,C1306590602,0,0,C206993707,904242.05,997184.72,0
12,PAYMENT,8071.73,Medium,C1840313293,0,0,M852493394,0,0,0
230,CASH_IN,130207.44,Medium,C1386460081,200277,330484.44,C1427990645,,2910580.11,0
180,CASH_IN,291294.58,Medium,C887175703,8203568.01,8494862.59,C578662046,1050602.51,759307.93,0
327,TRANSFER,10888832.3,High,C204644683,277512.25,0,C1926194818,12132550.78,23021383.08,0
348,PAYMENT,,,C1943804218,21837.96,0,M586717807,0,0,0
40,CASH_IN,397973.35,Medium,C890121271,12016143.7,12414117.05,C976892853,1945455.73,1638466.91,0
236,CASH_IN,218609.66,Medium,C2085427826,12007314.7,12225924.36,C919502311,699277.07,480667.41,0
283,PAYMENT,91045.4,Medium,C1962253639,0,0,M349888473,0,0,0
644,CASH_OUT,4438931.81,High,C694579714,4438931.81,0,C672316377,20066.68,4458998.5,1
130,PAYMENT,,,C1043732304,0,0,M1603122262,0,0,0
66,TRANSFER,4631432.03,High,C658423698,4631432.03,0,C329899379,0,0,1
307,CASH_OUT,26037.94,Medium,C1326850696,-18038420.04,0,C339137649,1406844.8,1432882.73,0
301,TRANSFER,1015795.78,Medium,C1812426530,26294,0,C1210399361,3117390.37,4133186.15,0
450,TRANSFER,21708.13,Medium,C1271248505,21708.13,0,C78762401,0,0,1
522,CASH_OUT,282158.32,Medium,C250900846,48234,0,C1775330238,0,282158.32,0
173,CASH_OUT,,,C14325153,176273.29,0,C856044772,0,176273.29,1
253,CASH_IN,38528.82,Medium,C1025993701,3555115.25,3593644.07,C153631072,919301.16,880772.35,0
45,CASH_IN,144301.29,Medium,C2019834160,9258818.6,9403119.89,C1703856351,869632.77,725331.47,0
579,CASH_OUT,,,C952265131,254564.81,0,C502635125,1998631.83,2253196.63,1
380,CASH_OUT,73931.97,Medium,C1361394710,21573,0,C42995438,0,73931.97,0
692,CASH_IN,58280.14,Medium,C356124850,,230673.14,C328473280,736312.8,678032.66,0
625,TRANSFER,2571605.04,Medium,C991826252,2571605.04,0,C2045424554,0,0,1
379,CASH_IN,304839.2,Medium,C1269325572,698452.07,1003291.27,C1601041479,522637.13,363122.8,0
188,CASH_OUT,220837.37,Medium,C936111605,0,0,C495070362,224374.01,445211.38,0
35,CASH_IN,170283.95,Medium,C2036764645,63076,233359.95,C565038506,-17824680.14,19175,0
163,PAYMENT,2738.66,Low,C21509159,,300111.34,M1456588399,0,0,0
399,PAYMENT,20279.4,Medium,C1641294914,6552,0,M1514941059,0,0,0
230,PAYMENT,3025.5,Low,C221941426,50442.37,47416.87,M161778439,0,0,0
16,CASH_OUT,190183.39,Medium,C170254846,203677,13493.61,C1971265251,0,,0
462,TRANSFER,4342582.37,High,C1976332867,4342582.37,0,C1903233179,0,0,1
471,PAYMENT,42735.3,Medium,C896176088,0,0,M23352399,0,0,0
161,CASH_IN,181303.32,Medium,C1100167432,5598,186901.32,C1717123092,5977999.27,5796695.95,0
138,PAYMENT,24440.31,Medium,C1974418652,,0,M681420389,0,0,0
7,PAYMENT,8374.77,Medium,C769354865,791,0,M703665376,0,0,0
303,PAYMENT,67682.26,Medium,C1116198689,20750,0,M1543961052,0,0,0
376,CASH_OUT,101336.7,Medium,C1560486946,0,0,C2034291562,558818.68,660155.38,0
234,PAYMENT,3854.36,Medium,C1032306189,0,0,M1537267534,0,0,0
14,PAYMENT,3915.2,Medium,C714073535,23647,19731.8,M1694697788,0,,0
304,CASH_OUT,11379.52,Medium,C1274291424,0,0,C760235029,574579.8,585959.32,0
163,CASH_OUT,29743.77,Medium,C1740374965,0,0,C1484721456,1251055.36,1280799.13,0
669,CASH_OUT,106290.68,Medium,C1300397389,106290.68,0,C775257177,0,106290.68,1
177,CASH_IN,6919.91,Medium,C1397032916,,207619.91,C1387851808,0,0,0
269,TRANSFER,48412.47,Medium,C1804135110,48412.47,0,C1940873838,0,0,1
697,CASH_OUT,620791.47,Medium,C47005930,620791.47,0,C2048724307,1409463.69,2030255.17,1
605,CASH_OUT,247877.03,Medium,C1202798946,247877.03,0,C579001815,283820.59,531697.62,1
34,PAYMENT,2349.05,Low,C1106391420,40946,38596.95,M574430750,19601975.286854673,22764126.57717535,0
272,TRANSFER,177022.52,Medium,C892131822,177022.52,0,C844865785,0,0,1
85,CASH_OUT,8924971.59,High,C1227042704,8924971.59,0,C585705042,59990.3,8984961.89,1
351,TRANSFER,6721321.33,High,C1914099833,6721321.33,0,C1517275009,0,0,1
395,CASH_OUT,176389.55,Medium,C827451890,0,0,C715252585,287121.37,463510.91,0
347,TRANSFER,866222.95,Medium,C1962921160,0,,C649098492,1550732.26,2416955.22,0
44,CASH_IN,42410.97,Medium,C1661266075,3218464.04,3260875.02,C2147015262,58562.71,16151.74,0
18,PAYMENT,3911.09,Medium,C1083135647,0,0,M1509503623,0,0,0
14,CASH_IN,144303.93,Medium,C1271508783,7487459.54,7631763.47,C240079765,-17824680.14,1573224.01,0
560,CASH_OUT,357882.83,Medium,C151669603,357882.83,0,C1152228208,901329.73,1259212.55,1
327,CASH_IN,203700.94,Medium,C1526629934,3257301.53,3461002.47,C431559844,292385.91,88684.97,0
379,PAYMENT,14098.87,Medium,C89464288,-18038420.04,,M1306860168,0,0,0
94,TRANSFER,2169679.91,Medium,C358188091,2169679.91,0,C329029721,0,0,1
186,CASH_OUT,237271.18,Medium,C1011354937,,0,C1029119356,586958.23,824229.41,0
362,CASH_OUT,60450.18,Medium,C1506215501,60450.18,0,C2011327946,1696767.08,1757217.26,1
405,PAYMENT,528.47,Low,C297382847,10216,-15620565.64,M1350288892,0,0,0
402,CASH_IN,440433.74,Medium,C617000040,1392,441825.74,C2131940192,0,0,0
168,PAYMENT,3110.61,Low,C41854779,61666,58555.39,M1397747702,0,0,0
686,TRANSFER,1411271.23,Medium,C1426773355,1411271.23,0,C285961012,0,0,1
181,CASH_OUT,98334.97,Medium,C435765581,0,0,C78767310,359730.72,458065.69,0
36,PAYMENT,998.76,Low,C8902662,391820.93,390822.17,M95912357,0,0,0
387,TRANSFER,10000000,High,C373820487,29110884.44,19110884.44,C839316822,0,0,1
213,TRANSFER,165219.96,Medium,C451098915,458,0,C1510832629,972457.84,1137677.81,0
251,CASH_OUT,179589.77,Medium,C536301280,161024,0,C2022462109,1154780.07,1334369.84,0
263,PAYMENT,603.97,Low,C627588130,276905,276301.03,M2016823185,0,22764126.57717535,0
14,CASH_OUT,448432.5,Medium,C124593237,17888,0,C844388319,675192.39,1123624.89,0
8,TRANSFER,131638.56,Medium,C509891548,36290,0,C461905695,0,111804.11,0
41,CASH_OUT,206633.76,Medium,C1160271031,0,0,C2020659098,266843.58,473477.34,0
375,CASH_OUT,821138.21,Medium,C1967126736,821138.21,0,C1968363460,1944521.52,2765659.73,1
302,CASH_OUT,320781.7,Medium,C1103694218,0,0,C828301433,3873612.99,4194394.69,0
251,CASH_IN,182841.41,Medium,C1163583518,6357387.91,6540229.32,C261214673,571400.36,388558.95,0
42,PAYMENT,8841.87,Medium,C855331836,135914,127072.13,M691669472,0,0,0
324,CASH_OUT,167026.8,Medium,C1097606092,65244,0,C1116716293,,508468.55,0
184,CASH_OUT,225390.73,Medium,C1511995493,49783,0,C2091127941,,1222918.99,0
467,CASH_OUT,636942.02,Medium,C1873382948,636942.02,0,C916193312,46336.09,683278.11,1
255,DEBIT,4698.06,Medium,C1360677610,100006,95307.94,C1073772220,,60471.06,0
699,TRANSFER,148714.54,Medium,C516969543,148714.54,0,C2034859520,0,0,1
226,PAYMENT,5498.41,Medium,C1680071566,1154.93,0,M740365944,0,0,0
131,CASH_IN,449831.68,Medium,C484409404,32322,482153.68,C1022675547,686258.41,236426.73,0
378,PAYMENT,22565.2,Medium,C1771805590,34243,11677.8,M1704469400,0,0,0
599,CASH_IN,1028.23,Low,C216272059,2748611.82,2749640.06,C1809019802,1840.2,811.96,0
221,TRANSFER,574588.22,Medium,C546087307,574588.22,0,C2079015862,0,0,1
284,TRANSFER,830803.43,Medium,C1340873625,830803.43,0,C743070440,0,0,1
229,TRANSFER,2530034.14,Medium,C1751924599,216,0,C305505559,203877.81,2733911.95,0
631,TRANSFER,341.3,Low,C1952829902,341.3,0,C1360897728,0,0,1
164,CASH_OUT,62944.61,Medium,C763758666,134309.74,71365.13,C2020202077,89147.2,152091.8,0
252,CASH_OUT,48913.47,Medium,C1035729479,0,0,C831363576,1200994.96,1249908.43,0
260,CASH_OUT,413612.32,Medium,C778967196,0,0,C1808343474,657433,1071045.32,0
483,CASH_OUT,526119.49,Medium,C1055498407,526119.49,0,C277547037,340510.43,866629.92,1
690,TRANSFER,204342.98,Medium,C52808595,24233,0,C1665460302,0,204342.98,0
17,CASH_OUT,143357.6,Medium,C1910840810,0,0,C1033865573,3164266.16,3307623.76,0
369,CASH_OUT,268616.31,Medium,C1739584059,85294,0,C1621881187,621384,890000.3,0
250,TRANSFER,1046760.43,Medium,C2001075525,0,0,C935833156,1140681.94,2187442.37,0
36,TRANSFER,891444.29,Medium,C113302690,8085,0,C812116181,0,891444.29,0
22,CASH_OUT,239646.72,Medium,C663158205,239646.72,0,C1104558647,2208970.26,2448616.98,1
12,CASH_OUT,94663.25,Medium,C63665963,0,0,C1483281450,324270.22,589289.83,0
129,CASH_OUT,20482.02,Medium,C1585225294,227958.77,207476.75,C1756457020,411639.84,762002.37,0
333,PAYMENT,49298.85,Medium,C1225602522,42294,0,M1310746871,0,0,0
534,TRANSFER,209340.53,Medium,C447114205,209340.53,0,C1658435419,0,0,1
210,CASH_OUT,219307.09,Medium,C1477095207,132128,0,C800371433,78885.33,298192.41,0
287,PAYMENT,38409.07,Medium,C1380629792,78974,40564.93,M1549890758,0,,0
484,CASH_OUT,26654.46,Medium,C473772146,26654.46,0,C1600956649,1575093.13,1601747.59,1
288,CASH_OUT,722832.95,Medium,C707039983,722832.95,0,C100431989,0,722832.95,1
204,CASH_OUT,139669.38,Medium,C1092808048,0,0,C923376032,806058.08,945727.46,0
297,CASH_OUT,3105902.49,High,C239028627,3105902.49,-15620565.64,C836881979,2966634.88,6072537.37,1
44,PAYMENT,992.44,Low,C1549355461,155433.53,154441.09,M1207255153,0,0,0
139,PAYMENT,,,C1387431374,96535.49,,M1914101828,0,0,0
514,PAYMENT,845.77,Low,C1809839228,0,0,M1723721436,0,0,0
37,CASH_IN,187423.22,Medium,C1960659505,25458741.89,25646165.11,C1607757761,1403507.43,,0
348,CASH_OUT,222876.54,Medium,C660562416,88978,0,C330361071,0,222876.54,0
456,CASH_OUT,13914.81,Medium,C44196449,13914.81,0,C477039753,1495380.79,1509295.6,1
206,PAYMENT,18551.3,Medium,C1295640474,536,0,M1110403431,0,0,0
153,TRANSFER,147813.5,Medium,C617651174,0,0,C648896216,5377251.55,5525065.05,0
205,PAYMENT,16597.8,Medium,C543370865,9072,0,M894315804,0,0,0
309,TRANSFER,3490916,High,C864985630,3490916,0,C713202339,0,-20309074.74,1
159,CASH_OUT,87720.15,Medium,C1270744478,24635.91,0,C1967852603,537749.51,625469.66,0
186,CASH_OUT,19175.16,Medium,C183779758,0,0,C168433762,3473884.3,3493059.46,0
231,CASH_OUT,105080.92,Medium,C1580749291,0,0,C906834231,241265.99,346346.91,0
15,CASH_IN,505029.79,Medium,C755134284,25449,530478.79,C355731896,575585.19,70555.4,0
130,CASH_IN,105201.07,Medium,C2037432980,51369,156570.07,C399409649,,449779.67,0
141,CASH_OUT,31443.44,Medium,C1171799149,11827,0,C1156317584,3684566.3,3716009.74,0
693,CASH_OUT,463891.31,Medium,C783919407,463891.31,0,C882063580,138792.98,602684.29,1
11,CASH_OUT,98977.68,Medium,C183860502,0,0,C1989811701,136829.51,1425255.44,0
12,TRANSFER,1031365.02,Medium,C1142006367,0,,C1853202598,1576681.14,2708708.54,0
252,PAYMENT,12544.11,Medium,C140077927,0,0,M874130117,0,0,0
271,CASH_OUT,1621056.88,Medium,C168076174,1621056.88,0,C735369165,511091.84,2132148.72,1
235,CASH_OUT,,,C61091282,5089,0,C1952338465,805109.84,953865.31,0
310,CASH_OUT,365505.9,Medium,C484268175,,0,C1877836462,1111456.32,1476962.22,0
340,CASH_OUT,92145.4,Medium,C987947557,92145.4,0,C1630824313,388798.48,480943.88,1
644,CASH_OUT,171196.32,Medium,C1963052766,0,,C1826332171,26389552.9,26560749.22,0
633,CASH_OUT,75480.15,Medium,C1211718725,75480.15,0,C1538735,0,75480.15,1
107,TRANSFER,37133.63,Medium,C40128322,37133.63,0,C1650770381,0,0,1
138,CASH_IN,98720.67,Medium,C1043421072,6946996.18,7045716.85,C1448393664,4323879.06,,0
16,CASH_OUT,188655.05,Medium,C586125533,,0,C193169235,330155.2,518810.25,0
284,PAYMENT,9109.85,Medium,C1112140132,31008,21898.15,M1432110078,0,,0
714,TRANSFER,10000000,High,C131412689,10390763.24,390763.24,C1846567377,0,-20309074.74,1
156,CASH_IN,190600.26,Medium,C56095658,5569,16878483.96034769,C1465585418,907784.45,717184.19,0
476,TRANSFER,468599.79,Medium,C1023402674,468599.79,0,C1914393339,0,0,1
653,TRANSFER,119.65,Low,C1497766467,119.65,0,C543477940,0,0,1
403,CASH_OUT,9343.6,Medium,C1475859941,62849,53505.4,C7572520,707401.15,716744.76,0
248,CASH_OUT,26776.98,Medium,C2049622163,26776.98,0,C1134158850,0,26776.98,1
331,CASH_IN,63026.16,Medium,C66102907,1194729.17,1257755.33,C1409389456,132870.39,216270.75,0
94,PAYMENT,8836.97,Medium,C1105852384,0,0,M1776917615,0,0,0
188,PAYMENT,5959.81,Medium,C1550202099,395454.78,389494.97,M1473063373,0,0,0
203,PAYMENT,21936.87,Medium,C793737715,539,,M1347836752,0,0,0
277,TRANSFER,261559.31,Medium,C391045357,31100,0,C1348948189,2138645.6,2400204.91,0
209,PAYMENT,9967.32,Medium,C1622407675,308043,298075.68,M319554151,0,0,0
645,TRANSFER,,,C799225890,11576874.04,1576874.04,C478771313,0,0,1
7,PAYMENT,9459.33,Medium,C1224302486,1747,0,M1438317505,0,0,0
528,CASH_OUT,2173367.35,Medium,C662152824,2173367.35,0,C1412203460,476131.89,2649499.24,1
326,CASH_OUT,47499.83,Medium,C1490438978,6884.04,0,C1992608037,2625018.71,2672518.53,0
191,PAYMENT,11288.18,Medium,C1221492605,402.44,,M1411257502,0,,0
372,PAYMENT,9717.15,Medium,C1053018970,0,0,M1926485723,0,0,0
164,TRANSFER,276042.59,Medium,C1933312509,276042.59,0,C864512280,0,0,1
529,CASH_OUT,1399724.98,Medium,C907660116,1399724.98,0,C1464428552,,1840358.97,1
362,TRANSFER,10339516.78897634,High,C2068656014,7677120.59,0,C1266729216,0,0,1
296,CASH_OUT,717046.74,Medium,C1696223343,717046.74,0,C1922098798,313951.85,1030998.59,1
188,TRANSFER,125407.41,Medium,C98460511,0,,C868584731,-17824680.14,1901233.1,0
274,CASH_IN,120675.9,Medium,C802771272,816439,,C211831501,0,0,0
203,PAYMENT,15917.11,Medium,C1483005118,-18038420.04,0,M370280914,0,0,0
329,CASH_IN,96496.39,Medium,C213253031,422679.98,519176.36,C1083114574,354338.74,0,0
42,PAYMENT,3349.35,Medium,C40687984,15709,12359.65,M1924498423,0,0,0
428,TRANSFER,3037.67,Low,C1408814433,3037.67,0,C944070846,0,0,1
285,PAYMENT,14953.43,Medium,C1131265700,0,0,M1466328529,0,0,0
188,CASH_OUT,487750.8,Medium,C1731034160,0,,C1965798592,1101155.04,1588905.84,0
41,CASH_OUT,528469.11,Medium,C1631683412,0,0,C1434875249,736505.55,1264974.66,0
378,CASH_OUT,57463.28,Medium,C1385504689,101681,44217.72,C452547109,664899.19,722362.47,0
399,CASH_OUT,145458.94,Medium,C1888226691,145458.94,0,C1996220019,193730.82,339189.76,1
303,TRANSFER,1366004.51,Medium,C1880715083,40101,0,C747042836,0,1366004.51,0
732,TRANSFER,249365.63,Medium,C372564056,,0,C977922578,0,0,1
301,CASH_OUT,61569.28,Medium,C777962110,0,0,C576000686,82797.62,144366.91,0
310,PAYMENT,91045.4,Medium,C1365768309,20341,0,M1281381477,0,0,0
187,CASH_OUT,222222.01,Medium,C1332275760,25707,0,C537574341,0,222222.01,0
131,PAYMENT,14823.2,Medium,C859182386,273335.45,258512.25,M1884214126,0,0,0
39,CASH_OUT,18887,Medium,C1507825825,,,C1603586973,131489.74,150376.74,1
242,CASH_OUT,3139423.35,High,C1627766514,3139423.35,0,C1840253816,2593641.94,5733065.29,1
34,PAYMENT,12255.19,Medium,C1355881822,36430.34,24175.15,M806289726,0,0,0
113,CASH_OUT,1636403.22,Medium,C837305312,1636403.22,0,C2143635145,1116093.45,2752496.67,1
730,CASH_OUT,3191058.32,High,C1185153589,3191058.32,0,C978277137,161350.38,3352408.69,1
381,PAYMENT,22089.01,Medium,C1335163183,177314.71,155225.7,M889489049,0,0,0
158,CASH_OUT,41938.81,Medium,C2077919540,10247,0,C779806216,0,41938.81,0
162,CASH_OUT,18298.56,Medium,C81870700,0,0,C1649652022,2746373.76,2764672.31,0
19,PAYMENT,15725.61,Medium,C1214908126,190815.71,175090.09,M162531483,0,0,0
537,CASH_OUT,127447.68,Medium,C987837660,127447.68,0,C2119771429,1274456.97,1401904.65,1
273,TRANSFER,986955.21,Medium,C1129024841,0,0,C1904555441,2297751.72,,0
127,CASH_OUT,829012.31,Medium,C954045856,829012.31,0,C1422327407,0,829012.31,1
191,TRANSFER,,,C1222456458,132294.93,0,C194390242,0,0,1
27,CASH_OUT,329937.88,Medium,C148278282,329937.88,0,C1783581377,349407.23,679345.1,1
232,CASH_OUT,,,C1191887270,0,0,C1621805812,5709608.21,5971096.77,0
16,PAYMENT,1809.77,Low,C999621816,0,0,M1712183028,0,0,0
7,TRANSFER,164,Low,C1455969984,164,0,C2119910556,0,0,1
169,CASH_IN,101085.96,Medium,C352037753,6043539.53,,C1100626472,289581.14,188495.17,0
736,CASH_OUT,537539.57,Medium,C1804356625,537539.57,0,C1581411164,8034.16,545573.72,1
397,PAYMENT,47398.65,Medium,C1223175500,703,0,M1932320219,0,0,0
186,CASH_IN,121749.35,Medium,C867719082,3105011.77,3226761.12,C335851620,1406399.79,1109865.98,0
250,PAYMENT,39556.94,Medium,C558585985,-18038420.04,0,M1827593495,0,0,0
353,PAYMENT,7034.41,Medium,C2008210578,,0,M393355804,0,0,0
161,TRANSFER,8720558.46,High,C582011779,8720558.46,0,C1801176562,0,0,1
375,,390923.93,Medium,C2070077270,11340,0,C641339960,568331.95,959255.88,0
43,PAYMENT,11512.2,Medium,C1795963787,279112,267599.8,M1676610965,0,,0
134,PAYMENT,6349.1,Medium,C1130467898,860763.58,854414.48,M1030245514,0,0,0
348,PAYMENT,53568.49,Medium,C1826607769,0,0,M95591330,0,0,0
353,PAYMENT,10360.73,Medium,C796503611,0,0,M575570887,0,0,0
61,TRANSFER,55062.46,Medium,C960647528,55062.46,0,C1203056408,0,0,1
185,PAYMENT,13784.29,Medium,C1653007868,298716,284931.71,M1512774442,0,0,0
136,CASH_OUT,249903.18,Medium,C881654898,0,0,C1962037148,2639273.14,2708383.04,0
379,CASH_IN,178926.02,Medium,C1886682099,20679,199605.02,C2135198696,3208758.65,3029832.63,0
190,PAYMENT,10009.22,Medium,C283357609,0,,M234990195,0,0,0
687,CASH_IN,72141.31,Medium,C978786004,-18038420.04,72141.31,C814996407,7574056.43,7501915.12,0
523,CASH_OUT,951451.17,Medium,C1441123126,951451.17,0,C667076483,1430666.86,2382118.03,1
207,CASH_OUT,49374.22,Medium,C811605736,52551,3176.78,C878625366,67128.99,,0
401,CASH_IN,17674.95,Medium,C1495486186,1632739.28,1650414.22,C1958340049,12477515.81,12459840.87,0
